"N° DM","LIGNE","N°BL","Article","Quantité","CHANTIER","Date livraison","INTITULER","EE","RECEPTION"
"26-0019027","26-0019027/10/1","00133541","08806825","24","GS GDL","19/05/2026","DEMI GRIFFE DE SERRAGE    6530","URAE",""
"26-0019027","26-0019027/12/1","00133541","01680156","200","GS GDL","19/05/2026","RONDELLE PLATE M14","URAE",""
"26-0019027","26-0019027/2/1","00133541","01604573","25","GS GDL","19/05/2026","BOULON H_M14-40_2 ECROUS GALV","URAE",""
"26-0019027","26-0019027/3/1","00133541","71684456","100","GS GDL","19/05/2026","RONDELLE M 16","URAE",""
"26-0019027","26-0019027/4/1","00133541","01679101","1","GS GDL","19/05/2026","ECROU HFR_ M14 INOX +REVET +CL","URAE",""
"26-0019027","26-0019027/5/1","00133541","78804046","48","GS GDL","19/05/2026","COSSE D'EXTREMITE     6603R305","URAE",""
"26-0019027","26-0019027/6/1","00133541","08806810","96","GS GDL","19/05/2026","DEMI-GRIFFE               6517","URAE",""
"26-0019027","26-0019027/7/1","00133541","08806868","24","GS GDL","19/05/2026","DEMI-GRIFFE               6526","URAE",""
"26-0019027","26-0019027/8/1","00133541","71674602","200","GS GDL","19/05/2026","ECROU HFR M12 INOX + REVET +CL","URAE",""
"26-0019027","26-0019027/9/1","00133541","08806820","24","GS GDL","19/05/2026","DEMI-GRIFFE PRINCIPALE    6529","URAE",""
"26-0008637","26-0008637/48/1","00133651","08820258","1","BETZ","19/05/2026","POTEAU JHE280A L13_9 GAL221005","TSO",""
"26-0008653","26-0008653/47/1","00133651","08820258","1","GARENNE","19/05/2026","POTEAU JHE280A L13_9 GAL221005","TSO",""
"26-0012345","26-0012345/7/1","00134076","08801736","2","CHALETTE","20/05/2026","MANCHON EXTREMITE 116_2 201370","TSO",""
"26-0012352","26-0012352/10/1","00134557","01679101","1","CHALETTE","28/05/2026","ECROU HFR_ M14 INOX +REVET +CL","TSO",""
"26-0012352","26-0012352/11/1","00134557","01680156","200","CHALETTE","28/05/2026","RONDELLE PLATE M14","TSO",""
"26-0012352","26-0012352/12/1","00134557","01758161","10","CHALETTE","28/05/2026","AXE D'ARTICULATION TETE 20-60","TSO",""
"26-0012352","26-0012352/13/1","00134557","01758180","10","CHALETTE","28/05/2026","AXE D'ARTICULATION TETE 20-70","TSO",""
"26-0012352","26-0012352/14/1","00134557","01932935","100","CHALETTE","28/05/2026","COLLIER HOP INOX9 20-35","TSO",""
"26-0012352","26-0012352/15/1","00134557","08800052","7","CHALETTE","28/05/2026","CORNIERE 60X60X6  L400MM 18R03","TSO",""
"26-0012352","26-0012352/17/1","00134557","08800208","14","CHALETTE","28/05/2026","TIGE FILETEE 14-450/100  70R05","TSO",""
"26-0012352","26-0012352/18/1","00134557","08800604","8","CHALETTE","28/05/2026","ISOLATEUR CERAMI. ANCR-20T 120","TSO",""
"26-0012352","26-0012352/2/1","00134557","01602418","40","CHALETTE","28/05/2026","BOULON H_M22-70_ECROU H GALV.","TSO",""
"26-0012352","26-0012352/20/1","00134557","08801932","8","CHALETTE","28/05/2026","CORPS DE PINCE            1776","TSO",""
"26-0012352","26-0012352/21/1","00134557","08804392","88","CHALETTE","28/05/2026","ETRIER DE 10-45-50      17R238","TSO",""
"26-0012352","26-0012352/22/1","00134557","08805123","2","CHALETTE","28/05/2026","CAVALIER PR FIL CU.104    5438","TSO",""
"26-0012352","26-0012352/23/1","00134557","08805178","2","CHALETTE","28/05/2026","CAVALIER CABLE 13_5 A 15  5439","TSO",""
"26-0012352","26-0012352/24/1","00134557","08806700","4","CHALETTE","28/05/2026","CAVALIER CABLE 104_5MM2   6646","TSO",""
"26-0012352","26-0012352/25/1","00134557","08806767","4","CHALETTE","28/05/2026","COSSE A PLAGE DEPORTEE    6787","TSO",""
"26-0012352","26-0012352/26/1","00134557","08806769","10","CHALETTE","28/05/2026","RACCORD DROIT (BAR. CU25)  942","TSO",""
"26-0012352","26-0012352/27/1","00134557","08806805","8","CHALETTE","28/05/2026","DEMI-GRIFFE               6511","TSO",""
"26-0012352","26-0012352/28/1","00134557","08806812","4","CHALETTE","28/05/2026","DEMI-GRIFFE CUIVRE    6604R406","TSO",""
"26-0012352","26-0012352/29/1","00134557","08806816","8","CHALETTE","28/05/2026","DEMI-GRIFFE SERRAGE   6604R301","TSO",""
"26-0012352","26-0012352/3/1","00134557","01602464","30","CHALETTE","28/05/2026","BOULON H_M22-90/37_ECROU H GAL","TSO",""
"26-0012352","26-0012352/30/1","00134557","08806825","8","CHALETTE","28/05/2026","DEMI GRIFFE DE SERRAGE    6530","TSO",""
"26-0012352","26-0012352/31/1","00134557","08806901","4","CHALETTE","28/05/2026","DEMI-GRIFFE PENDULEE      6645","TSO",""
"26-0012352","26-0012352/33/1","00134557","08808130","8","CHALETTE","28/05/2026","CHAPE PR PINCE D'ANCRAGE  8228","TSO",""
"26-0012352","26-0012352/34/1","00134557","08808145","8","CHALETTE","28/05/2026","CHAPE DOUBLE D'ANCRAGE  208080","TSO",""
"26-0012352","26-0012352/35/1","00134557","08808280","40","CHALETTE","28/05/2026","FLASQUE DROIT ENTRAXE 80  8210","TSO",""
"26-0012352","26-0012352/36/1","00134557","08808434","8","CHALETTE","28/05/2026","TIGE A OEIL DE 20 REP.8235","TSO",""
"26-0012352","26-0012352/37/1","00134557","08820910","10","CHALETTE","28/05/2026","ATTACHE FIXE            222753","TSO",""
"26-0012352","26-0012352/38/1","00134557","08825930","1","CHALETTE","28/05/2026","PLAT DE LIAISON L=0_38 R.32673","TSO",""
"26-0012352","26-0012352/39/1","00134557","08827850","20","CHALETTE","28/05/2026","BRIDE DE SERRAGE         33960","TSO",""
"26-0012352","26-0012352/4/1","00134557","01604573","50","CHALETTE","28/05/2026","BOULON H_M14-40_2 ECROUS GALV","TSO",""
"26-0012352","26-0012352/40/1","00134557","08827851","8","CHALETTE","28/05/2026","BRIDE DE SERRAGE  REPERE 33963","TSO",""
"26-0012352","26-0012352/41/1","00134557","08838388","32","CHALETTE","28/05/2026","ETRIER DE 10-33-60      17R224","TSO",""
"26-0012352","26-0012352/42/1","00134557","08838705","2","CHALETTE","28/05/2026","TENDEUR A LANTERNE 10   208059","TSO",""
"26-0012352","26-0012352/43/1","00134557","71634875","200","CHALETTE","28/05/2026","VIS H_ M10X30 - A4-80","TSO",""
"26-0012352","26-0012352/44/1","00134557","71635901","200","CHALETTE","28/05/2026","VIS H_ M10X35 - A4-80","TSO",""
"26-0012352","26-0012352/45/1","00134557","71674471","300","CHALETTE","28/05/2026","ECROU HFR M10 INOX + REVET +CL","TSO",""
"26-0012352","26-0012352/46/1","00134557","71674602","100","CHALETTE","28/05/2026","ECROU HFR M12 INOX + REVET +CL","TSO",""
"26-0012352","26-0012352/47/1","00134557","78800005","3","CHALETTE","28/05/2026","PLAQUE SUPPORT            7380","TSO",""
"26-0012352","26-0012352/48/1","00134557","78804042","8","CHALETTE","28/05/2026","COSSE D'EXTREMITE     6603R301","TSO",""
"26-0012352","26-0012352/49/1","00134557","78804047","2","CHALETTE","28/05/2026","COSSE D'EXTREMITE     6603R306","TSO",""
"26-0012352","26-0012352/5/1","00134557","01604653","25","CHALETTE","28/05/2026","BOULON H_M14-80_ECROU H","TSO",""
"26-0012352","26-0012352/50/1","00134557","78804068","8","CHALETTE","28/05/2026","RACCORD DERIVATION    6603R607","TSO",""
"26-0012352","26-0012352/6/1","00134557","01604709","20","CHALETTE","28/05/2026","BOULON H_M14-140_2 ECRS H GALV","TSO",""
"26-0012352","26-0012352/7/1","00134557","01630686","100","CHALETTE","28/05/2026","VIS H_ M10X45 - A4-80","TSO",""
"26-0012352","26-0012352/8/1","00134557","01630890","100","CHALETTE","28/05/2026","VIS H_ M12X40 - A4-80","TSO",""
"26-0012352","26-0012352/9/1","00134557","01630899","100","CHALETTE","28/05/2026","VIS H_ M12X45 - A4-80","TSO",""
"26-0014273","26-0014273/23/1","00134875","79520830","20","GRIPOY","28/05/2026","COSSE BIMETAL CU/AL DE 95-12_5","ETF","26/06/2026"
"26-0004332","26-0004332/45/1","00134876","08804487","1","SAMOIS","28/05/2026","PIECE D'ATTACHE         204882","HP-ELECT",""
"26-0012352","26-0012352/32/1","00134877","08807972","9","CHALETTE","28/05/2026","TENDEUR A LANTERNE DE 22  8422","TSO",""
"26-0004336","26-0004336/34/1","00134951","08807602","11","SAMOIS","28/05/2026","GALETTE INTERMEDIAIRE     7762","HP-ELECT",""
"26-0012352","26-0012352/1/1","00135348","01602035","20","CHALETTE","02/06/2026","BOULON H_M20-70_2 ECRS H GALV.","TSO",""
"26-0012352","26-0012352/16/1","00135348","08800200","20","CHALETTE","02/06/2026","TIGE FILETEE 14-250/250  70R01","TSO",""
"26-0012345","26-0012345/10/1","00136484","08820424","1","CHALETTE","09/06/2026","POTEAU HE300B L14_9M GAL220104","TSO",""
"26-0018994","26-0018994/19/1","00136738","08800719","3","NEMOURS","10/06/2026","CROCHET                 200211","TSO",""
"26-0004332","26-0004332/5/1","00136739","08801856","2","SAMOIS","10/06/2026","MANCHON EXTRE. F.C. 107 201405","HP-ELECT",""
"26-0018992","26-0018992/2/1","00137562","08800578","120","GS GDL","17/06/2026","ISOLATEUR VERRE            355","URAE",""
"26-0020902","26-0020902/1/1","00137562","08804452","1","EMBASE_CMM","17/06/2026","MANCHON DE BLOCAGE      204158","URAE",""
"26-0020902","26-0020902/12/1","00137562","08804970","3","EMBASE_CMM","17/06/2026","TUBE D'ABAISSEMENT    3065R101","URAE",""
"26-0020902","26-0020902/14/1","00137562","08807972","6","EMBASE_CMM","17/06/2026","TENDEUR A LANTERNE DE 22  8422","URAE",""
"26-0020902","26-0020902/15/1","00137562","08808262","11","EMBASE_CMM","17/06/2026","ETRIER DE 10-61-80      17R077","URAE",""
"26-0020902","26-0020902/16/1","00137562","08808267","1","EMBASE_CMM","17/06/2026","ETRIER DE 12-57-65      17R106","URAE",""
"26-0020902","26-0020902/17/1","00137562","08808268","2","EMBASE_CMM","17/06/2026","ETRIER DE 12-68-75      17R109","URAE",""
"26-0020902","26-0020902/18/1","00137562","08820910","10","EMBASE_CMM","17/06/2026","ATTACHE FIXE            222753","URAE",""
"26-0020902","26-0020902/22/1","00137562","08825930","6","EMBASE_CMM","17/06/2026","PLAT DE LIAISON L=0_38 R.32673","URAE",""
"26-0020902","26-0020902/24/1","00137562","08827592","10","EMBASE_CMM","17/06/2026","PIECE D'ATTACHE         232862","URAE",""
"26-0020902","26-0020902/25/1","00137562","08833687","6","EMBASE_CMM","17/06/2026","CROISILLON A CHAPE      204997","URAE",""
"26-0020902","26-0020902/26/1","00137562","08838395","20","EMBASE_CMM","17/06/2026","ETRIER DE 10-61-75      17R076","URAE",""
"26-0020902","26-0020902/27/1","00137562","71635901","200","EMBASE_CMM","17/06/2026","VIS H_ M10X35 - A4-80","URAE",""
"26-0020902","26-0020902/28/1","00137562","71636748","200","EMBASE_CMM","17/06/2026","VIS H_ M10X50 - A4-80","URAE",""
"26-0020902","26-0020902/29/1","00137562","71674471","100","EMBASE_CMM","17/06/2026","ECROU HFR M10 INOX + REVET +CL","URAE",""
"26-0020902","26-0020902/30/1","00137562","71674602","100","EMBASE_CMM","17/06/2026","ECROU HFR M12 INOX + REVET +CL","URAE",""
"26-0020902","26-0020902/31/1","00137562","71754147","50","EMBASE_CMM","17/06/2026","AXE D'ARTICULATION TETE 12-55","URAE",""
"26-0020902","26-0020902/32/1","00137562","08804350","20","EMBASE_CMM","17/06/2026","EMBOUT A SERTIR         203212","URAE",""
"26-0020902","26-0020902/4/1","00137562","08804500","12","EMBASE_CMM","17/06/2026","PINCE POUR 1 FIL RAINURE  4000","URAE",""
"26-0020902","26-0020902/5/1","00137562","08804511","20","EMBASE_CMM","17/06/2026","PINCE POUR FIL 104MM2     4050","URAE",""
"26-0020902","26-0020902/6/1","00137562","08804642","1","EMBASE_CMM","17/06/2026","SERRE-TUBE(38) A 2 TETONS 3785","URAE",""
"26-0020902","26-0020902/7/1","00137562","08804643","2","EMBASE_CMM","17/06/2026","SERRE-TUBE(49) A 2 TETONS 3786","URAE",""
"26-0020902","26-0020902/8/1","00137562","08804650","3","EMBASE_CMM","17/06/2026","ATTACHE A CHAPES          3057","URAE",""
"26-0020902","26-0020902/9/1","00137562","08804782","1","EMBASE_CMM","17/06/2026","TIGE DE REGLAGE      3840R3842","URAE",""
"26-0020909","26-0020909/1/1","00137562","01602035","20","EMBASE_CMM","17/06/2026","BOULON H_M20-70_2 ECRS H GALV.","URAE",""
"26-0020909","26-0020909/10/1","00137562","08800052","24","EMBASE_CMM","17/06/2026","CORNIERE 60X60X6  L400MM 18R03","URAE",""
"26-0020909","26-0020909/11/1","00137562","08800064","24","EMBASE_CMM","17/06/2026","CORNIERE 80X80X8  L400MM 18R45","URAE",""
"26-0020909","26-0020909/12/1","00137562","08800204","30","EMBASE_CMM","17/06/2026","TIGE FILETEE 14-350/100  70R03","URAE",""
"26-0020909","26-0020909/13/1","00137562","08800208","4","EMBASE_CMM","17/06/2026","TIGE FILETEE 14-450/100  70R05","URAE",""
"26-0020909","26-0020909/14/1","00137562","08800222","20","EMBASE_CMM","17/06/2026","TIGE FILETEE 16-350/100  70R12","URAE",""
"26-0020909","26-0020909/15/1","00137562","08800224","4","EMBASE_CMM","17/06/2026","TIGE FILETEE 16-400/100  70R13","URAE",""
"26-0020909","26-0020909/16/1","00137562","08800243","12","EMBASE_CMM","17/06/2026","TIGE FILETEE 18-300/100  70R22","URAE",""
"26-0020909","26-0020909/17/1","00137562","08800576","6","EMBASE_CMM","17/06/2026","ISOLATEUR VERRE A SEMELLE  350","URAE",""
"26-0020909","26-0020909/18/1","00137562","08800578","12","EMBASE_CMM","17/06/2026","ISOLATEUR VERRE            355","URAE",""
"26-0020909","26-0020909/19/1","00137562","08800585","12","EMBASE_CMM","17/06/2026","ISOLATEUR VERRE CAP/TIG 200268","URAE",""
"26-0020909","26-0020909/2/1","00137562","01604584","50","EMBASE_CMM","17/06/2026","BOULON H_M14-45_2 ECRS H GALV","URAE",""
"26-0020909","26-0020909/20/1","00137562","08800719","6","EMBASE_CMM","17/06/2026","CROCHET                 200211","URAE",""
"26-0020909","26-0020909/21/1","00137562","08800738","3","EMBASE_CMM","17/06/2026","ETRIER DE 10-50-65      17R064","URAE",""
"26-0020909","26-0020909/22/1","00137562","08801736","12","EMBASE_CMM","17/06/2026","MANCHON EXTREMITE 116_2 201370","URAE",""
"26-0020909","26-0020909/23/1","00137562","08802412","3","EMBASE_CMM","17/06/2026","CALE DE REMPLACEMENT      2457","URAE",""
"26-0020909","26-0020909/24/1","00137562","08802474","3","EMBASE_CMM","17/06/2026","CHAPEAU DE SERRAGE        2247","URAE",""
"26-0020909","26-0020909/25/1","00137562","08802481","3","EMBASE_CMM","17/06/2026","CHAPEAU DE SERRAGE        2455","URAE",""
"26-0020909","26-0020909/26/1","00137562","08802525","6","EMBASE_CMM","17/06/2026","COQUILLE A CHAPE          2452","URAE",""
"26-0020909","26-0020909/27/1","00137562","08802544","6","EMBASE_CMM","17/06/2026","ETRIER DE 12-36-65      17R090","URAE",""
"26-0020909","26-0020909/28/1","00137562","08802565","20","EMBASE_CMM","17/06/2026","ETRIER DE 14-44-110     17R120","URAE",""
"26-0020909","26-0020909/29/1","00137562","08802675","3","EMBASE_CMM","17/06/2026","PINCE                     2246","URAE",""
"26-0020909","26-0020909/3/1","00137562","01604791","60","EMBASE_CMM","17/06/2026","BOULON H_M16-45_2 ECRS H GALV","URAE",""
"26-0020909","26-0020909/30/1","00137562","08802685","3","EMBASE_CMM","17/06/2026","PINCE A 4 GORGES          2476","URAE",""
"26-0020909","26-0020909/31/1","00137562","08802751","3","EMBASE_CMM","17/06/2026","PLAQUETTE DE SERRAGE      2456","URAE",""
"26-0020909","26-0020909/32/1","00137562","08802805","10","EMBASE_CMM","17/06/2026","CROCHET A ROTULE 202390R202395","URAE",""
"26-0020909","26-0020909/33/1","00137562","08803951","6","EMBASE_CMM","17/06/2026","ANNEAU A EMBOUT FILETE    4389","URAE",""
"26-0020909","26-0020909/34/1","00137562","08804077","6","EMBASE_CMM","17/06/2026","BRAS DE RAPPEL   204795R204796","URAE",""
"26-0020909","26-0020909/35/1","00137562","08804084","6","EMBASE_CMM","17/06/2026","BRAS RAPPEL COUDE  JG1432/3086","URAE",""
"26-0020909","26-0020909/36/1","00137562","08804094","3","EMBASE_CMM","17/06/2026","DEMI-BRIDE A EMBOUT     204506","URAE",""
"26-0020909","26-0020909/37/1","00137562","08804183","6","EMBASE_CMM","17/06/2026","CHAPE A TIGE FILETEE      4322","URAE",""
"26-0020909","26-0020909/4/1","00137562","01630899","100","EMBASE_CMM","17/06/2026","VIS H_ M12X45 - A4-80","URAE",""
"26-0020909","26-0020909/5/1","00137562","01757710","10","EMBASE_CMM","17/06/2026","AXE D'ARTICULATION TETE 16-60","URAE",""
"26-0020909","26-0020909/6/1","00137562","01758161","20","EMBASE_CMM","17/06/2026","AXE D'ARTICULATION TETE 20-60","URAE",""
"26-0020909","26-0020909/7/1","00137562","01758180","10","EMBASE_CMM","17/06/2026","AXE D'ARTICULATION TETE 20-70","URAE",""
"26-0020909","26-0020909/8/1","00137562","01758200","10","EMBASE_CMM","17/06/2026","AXE D'ARTICULATION TETE 20-90","URAE",""
"26-0018994","26-0018994/16/1","00137566","08800578","5","NEMOURS","16/06/2026","ISOLATEUR VERRE            355","TSO",""
"26-0018994","26-0018994/37/1","00137566","08803951","2","NEMOURS","16/06/2026","ANNEAU A EMBOUT FILETE    4389","TSO",""
"26-0018994","26-0018994/9/1","00137566","08800052","12","NEMOURS","16/06/2026","CORNIERE 60X60X6  L400MM 18R03","TSO",""
"26-0004332","26-0004332/34/1","00137567","08803951","6","SAMOIS","16/06/2026","ANNEAU A EMBOUT FILETE    4389","HP-ELECT",""
"26-0016813","26-0016813/44/1","00137624","08413908","16","MONTEREAU","17/06/2026","BARRE 25X 3_15MM SECT 78_75MM2","ETF","29/06/2026"
"26-0016815","26-0016815/27/1","00137624","08804915","1","MONTEREAU","17/06/2026","TUBE 38-4 L=2_400M   3575R3578","ETF","29/06/2026"
"26-0016815","26-0016815/28/1","00137624","08804976","5","MONTEREAU","17/06/2026","TUBE 49-4_5 L1=2_75M 4905R4907","ETF","29/06/2026"
"26-0016815","26-0016815/29/1","00137624","08804977","2","MONTEREAU","17/06/2026","TUBE 49-4_5 L1=3_05M 4905R4908","ETF","29/06/2026"
"26-0016815","26-0016815/30/1","00137624","08804979","5","MONTEREAU","17/06/2026","TUBE 49-4_5 L1=3_65M 4905R4910","ETF","29/06/2026"
"26-0016816","26-0016816/11/1","00137624","08807602","63","MONTEREAU","17/06/2026","GALETTE INTERMEDIAIRE     7762","ETF","29/06/2026"
"26-0016816","26-0016816/14/1","00137624","08807713","1","MONTEREAU","17/06/2026","TIGE A TENON L=1_22M  7768R104","ETF","29/06/2026"
"26-0016816","26-0016816/15/1","00137624","08807714","5","MONTEREAU","17/06/2026","TIGE A TENON L=1_67M  7768R105","ETF","29/06/2026"
"26-0016816","26-0016816/44/1","00137624","08821126","6","MONTEREAU","17/06/2026","TUBE GUIDE LONGUEUR 3400 MM","ETF","29/06/2026"
"26-0016816","26-0016816/46/1","00137624","08822780","3","MONTEREAU","17/06/2026","CORPS DE CONSOLE 0_850M  27550","ETF","29/06/2026"
"26-0016816","26-0016816/47/1","00137624","08822785","6","MONTEREAU","17/06/2026","CORPS DE CONSOLE 1_300M  27560","ETF","29/06/2026"
"26-0016816","26-0016816/48/1","00137624","08822805","1","MONTEREAU","17/06/2026","CORPS DE CONSOLE 1_300M  27670","ETF","29/06/2026"
"26-0016816","26-0016816/7/1","00137624","08807550","6","MONTEREAU","17/06/2026","APPAREIL TENDEUR AUT.     7710","ETF","29/06/2026"
"26-0016822","26-0016822/1/1","00137624","08828921","2","MONTEREAU","17/06/2026","ETRIER ANCRAGE L=2_30M  R39512","ETF","29/06/2026"
"26-0016822","26-0016822/2/1","00137624","08828922","12","MONTEREAU","17/06/2026","ETRIER ANCRAGE L=2_60M  R39513","ETF","29/06/2026"
"26-0016825","26-0016825/1/1","00137624","08822950","5","MONTEREAU","17/06/2026","CORP CONSOLE L1_20 28005R28050","ETF","29/06/2026"
"26-0016825","26-0016825/17/1","00137624","08824128","9","MONTEREAU","17/06/2026","CORPS DE CHAISE      31155R104","ETF","29/06/2026"
"26-0016825","26-0016825/18/1","00137624","08824173","9","MONTEREAU","17/06/2026","JAMBE DE FORCE     31100R31104","ETF","29/06/2026"
"26-0016825","26-0016825/3/1","00137624","08823259","5","MONTEREAU","17/06/2026","CORPS DE CHAISE L=1_72M  30214","ETF","29/06/2026"
"26-0016825","26-0016825/44/1","00137624","08828650","2","MONTEREAU","17/06/2026","TIGE OEIL D=24 POUR HAUB 37520","ETF","29/06/2026"
"26-0016825","26-0016825/45/1","00137624","08828752","10","MONTEREAU","17/06/2026","HAUBAN D=36 L=8_75M     R37556","ETF","29/06/2026"
"26-0016825","26-0016825/46/1","00137624","08828756","2","MONTEREAU","17/06/2026","HAUBAN D=36 L=9_75M     R37558","ETF","29/06/2026"
"26-0016816","26-0016816/1/1","00137742","08806806","1","MONTEREAU","18/06/2026","DEMI-GRIFFE CUIVRE    6604R401","ETF","06/07/2026"
"26-0016816","26-0016816/10/1","00137742","08807600","6","MONTEREAU","18/06/2026","GALETTE INFERIEURE        7761","ETF","06/07/2026"
"26-0016816","26-0016816/12/1","00137742","08807604","62","MONTEREAU","18/06/2026","GALETTE ADDITIONNELLE     7763","ETF","06/07/2026"
"26-0016816","26-0016816/13/1","00137742","08807670","6","MONTEREAU","18/06/2026","REGLE GRADUEE             7775","ETF","06/07/2026"
